,Päivämäärä,Kaisaniemi/Eläintarhanlahti,weekday,day,year,hour,month,Clouds,AirPhPa,RHpercent,RainmmH,Snowcm,ToC,DewToC,Visibilitym,Winddirdeg,Gustms,Windms
200,ke 9 tammi 2019 08:00,49,ke,9,2019,8,1,7,1004.8,98,0.0,13,-0.5,-0.7,2960,50,3.06,2.02
201,ke 9 tammi 2019 09:00,21,ke,9,2019,9,1,7,1005.5,98,0.03,14,-0.6,-0.9,2120,28,3.09,2.01
202,ke 9 tammi 2019 10:00,15,ke,9,2019,10,1,7,1006.3,98,0.04,14,-0.8,-1.1,1810,4,5.04,2.09
203,ke 9 tammi 2019 11:00,13,ke,9,2019,11,1,7,1007.2,97,0.0,14,-1.1,-1.6,3100,16,5.0,2.07
204,ke 9 tammi 2019 12:00,7,ke,9,2019,12,1,7,1008.2,96,0.05,14,-1.4,-2.0,3410,14,5.03,2.07
205,ke 9 tammi 2019 13:00,14,ke,9,2019,13,1,7,1009.0,94,0.0,14,-1.4,-2.2,5480,1,6.06,3.08
206,ke 9 tammi 2019 14:00,13,ke,9,2019,14,1,7,1009.5,93,0.0,14,-1.8,-2.8,4400,7,6.02,3.07
207,ke 9 tammi 2019 15:00,25,ke,9,2019,15,1,7,1010.1,93,0.0,14,-2.0,-2.9,11650,360,6.03,3.02
208,ke 9 tammi 2019 16:00,39,ke,9,2019,16,1,7,1010.7,94,0.0,14,-1.8,-2.6,15490,2,7.01,3.06
209,ke 9 tammi 2019 17:00,42,ke,9,2019,17,1,7,1011.2,93,0.0,14,-1.6,-2.6,13590,352,8.01,4.04
210,ke 9 tammi 2019 18:00,29,ke,9,2019,18,1,8,1012.1,93,0.0,14,-3.0,-4.0,21370,351,7.07,4.0
211,ke 9 tammi 2019 19:00,16,ke,9,2019,19,1,7,1013.0,93,0.0,14,-4.1,-5.1,5070,359,8.07,5.01
212,ke 9 tammi 2019 20:00,10,ke,9,2019,20,1,7,1013.5,92,0.0,14,-3.8,-5.0,8770,356,9.07,5.03
213,ke 9 tammi 2019 21:00,8,ke,9,2019,21,1,7,1014.0,91,0.0,14,-3.6,-4.8,32780,360,7.02,4.05
214,ke 9 tammi 2019 22:00,1,ke,9,2019,22,1,8,1014.5,90,0.0,14,-3.5,-4.9,28460,4,5.05,3.0
215,ke 9 tammi 2019 23:00,3,ke,9,2019,23,1,7,1015.1,90,0.0,14,-3.5,-4.9,48710,15,8.09,4.07
216,to 10 tammi 2019 00:00,0,to,10,2019,0,1,7,1015.6,88,0.0,14,-3.3,-4.9,6180,23,7.05,4.0
217,to 10 tammi 2019 01:00,1,to,10,2019,1,1,7,1016.3,88,0.0,14,-3.3,-5.0,50000,24,8.07,4.04
218,to 10 tammi 2019 02:00,0,to,10,2019,2,1,7,1016.7,88,0.0,14,-3.1,-4.7,23070,14,5.04,2.06
219,to 10 tammi 2019 03:00,0,to,10,2019,3,1,7,1017.1,88,0.0,14,-3.1,-4.8,48160,20,5.09,3.01
220,to 10 tammi 2019 04:00,1,to,10,2019,4,1,7,1017.5,88,0.0,14,-3.4,-5.1,50000,23,6.03,3.05
221,to 10 tammi 2019 05:00,5,to,10,2019,5,1,7,1017.5,89,0.0,13,-3.5,-5.0,48210,8,3.05,2.02
222,to 10 tammi 2019 06:00,25,to,10,2019,6,1,7,1017.8,89,0.0,13,-3.8,-5.4,50000,40,4.09,3.0
223,to 10 tammi 2019 07:00,41,to,10,2019,7,1,7,1018.3,90,0.0,13,-4.6,-6.1,49390,357,5.01,3.0
224,to 10 tammi 2019 08:00,69,to,10,2019,8,1,7,1018.7,91,0.0,13,-5.1,-6.4,46930,44,4.09,2.07
225,to 10 tammi 2019 09:00,31,to,10,2019,9,1,7,1018.8,91,0.0,13,-5.3,-6.5,36110,34,4.01,2.05
226,to 10 tammi 2019 10:00,9,to,10,2019,10,1,7,1019.4,91,0.0,13,-5.6,-6.8,50000,58,4.05,3.03
227,to 10 tammi 2019 11:00,11,to,10,2019,11,1,7,1019.5,91,0.0,13,-6.0,-7.1,44490,111,4.0,2.06
228,to 10 tammi 2019 12:00,14,to,10,2019,12,1,7,1019.5,91,0.0,13,-6.1,-7.3,41160,25,2.05,1.05
229,to 10 tammi 2019 13:00,9,to,10,2019,13,1,7,1019.4,91,0.0,13,-5.8,-7.0,32470,43,1.05,0.06
230,to 10 tammi 2019 14:00,17,to,10,2019,14,1,7,1018.9,91,0.0,13,-5.5,-6.7,20770,289,2.04,1.05
231,to 10 tammi 2019 15:00,33,to,10,2019,15,1,7,1018.8,91,0.0,13,-5.3,-6.6,18420,325,3.02,1.08
232,to 10 tammi 2019 16:00,60,to,10,2019,16,1,7,1018.4,91,0.0,13,-5.4,-6.6,22270,290,4.02,2.09
233,to 10 tammi 2019 17:00,50,to,10,2019,17,1,7,1017.7,94,0.0,13,-5.5,-6.4,17620,273,5.07,3.04
234,to 10 tammi 2019 18:00,32,to,10,2019,18,1,7,1017.0,93,0.0,12,-5.0,-6.0,9440,268,6.04,3.09
235,to 10 tammi 2019 19:00,12,to,10,2019,19,1,7,1016.2,92,0.0,12,-4.5,-5.6,47220,275,5.04,3.05
236,to 10 tammi 2019 20:00,9,to,10,2019,20,1,7,1015.5,90,0.0,12,-4.2,-5.6,44840,277,3.08,2.02
237,to 10 tammi 2019 21:00,8,to,10,2019,21,1,7,1014.2,90,0.0,12,-3.8,-5.2,50000,262,4.04,2.08
238,to 10 tammi 2019 22:00,8,to,10,2019,22,1,7,1013.1,89,0.0,12,-2.5,-4.1,50000,214,4.03,2.07
239,to 10 tammi 2019 23:00,0,to,10,2019,23,1,7,1011.6,79,0.0,12,-0.3,-3.5,5060,225,10.05,5.09
240,pe 11 tammi 2019 00:00,1,pe,11,2019,0,1,7,1010.3,81,0.0,12,-0.1,-3.0,4120,229,12.01,7.03
241,pe 11 tammi 2019 01:00,0,pe,11,2019,1,1,7,1009.1,88,0.0,12,-0.3,-2.0,24080,217,14.05,9.0
242,pe 11 tammi 2019 02:00,0,pe,11,2019,2,1,7,1007.3,88,0.0,12,0.1,-1.7,14380,222,14.08,7.09
243,pe 11 tammi 2019 03:00,0,pe,11,2019,3,1,7,1005.4,95,0.07,12,0.2,-0.5,1520,225,13.02,7.04
244,pe 11 tammi 2019 04:00,7,pe,11,2019,4,1,7,1003.6,97,0.0,12,0.7,0.03,7290,231,13.06,7.02
245,pe 11 tammi 2019 05:00,4,pe,11,2019,5,1,8,1001.7,94,0.0,12,1.1,0.02,25090,241,15.02,8.01
246,pe 11 tammi 2019 06:00,10,pe,11,2019,6,1,8,1000.1,89,0.0,12,1.3,-0.3,22060,237,13.02,7.06
247,pe 11 tammi 2019 07:00,36,pe,11,2019,7,1,8,998.9,94,0.0,12,1.1,0.02,7860,242,12.05,6.06
248,pe 11 tammi 2019 08:00,62,pe,11,2019,8,1,8,997.6,94,0.0,11,1.6,0.08,26710,249,10.06,5.09
249,pe 11 tammi 2019 09:00,28,pe,11,2019,9,1,8,996.9,93,0.0,11,1.8,0.09,38690,268,8.08,5.05
250,pe 11 tammi 2019 10:00,19,pe,11,2019,10,1,8,996.1,94,0.0,10,1.7,0.08,18700,267,8.01,5.01
251,pe 11 tammi 2019 11:00,18,pe,11,2019,11,1,8,995.5,93,0.0,10,1.5,0.05,25880,270,7.02,4.07
252,pe 11 tammi 2019 12:00,16,pe,11,2019,12,1,8,994.7,92,0.0,9,1.5,0.04,30950,272,6.01,4.05
253,pe 11 tammi 2019 13:00,20,pe,11,2019,13,1,1,994.4,90,0.0,9,1.4,0.0,37810,278,6.02,4.03
254,pe 11 tammi 2019 14:00,14,pe,11,2019,14,1,0,993.6,83,0.0,9,1.8,-0.7,43150,278,8.06,5.05
255,pe 11 tammi 2019 15:00,49,pe,11,2019,15,1,0,992.9,79,0.0,9,2.0,-1.3,45710,272,7.06,5.0
256,pe 11 tammi 2019 16:00,73,pe,11,2019,16,1,0,992.4,80,0.0,9,1.6,-1.5,43260,266,7.03,4.07
257,pe 11 tammi 2019 17:00,31,pe,11,2019,17,1,0,991.3,78,0.0,8,1.3,-2.1,46040,273,8.0,4.07
258,pe 11 tammi 2019 18:00,16,pe,11,2019,18,1,0,990.7,74,0.0,8,1.2,-2.9,50000,283,9.04,6.0
259,pe 11 tammi 2019 19:00,9,pe,11,2019,19,1,0,990.1,73,0.0,8,1.1,-3.3,49870,278,8.08,5.06
260,pe 11 tammi 2019 20:00,4,pe,11,2019,20,1,0,989.9,72,0.0,8,1.2,-3.3,50000,287,10.08,6.02
261,pe 11 tammi 2019 21:00,5,pe,11,2019,21,1,0,989.6,74,0.0,8,1.1,-3.1,50000,282,9.07,6.02
262,pe 11 tammi 2019 22:00,4,pe,11,2019,22,1,0,989.2,74,0.0,8,1.5,-2.6,50000,292,9.07,5.07
263,pe 11 tammi 2019 23:00,0,pe,11,2019,23,1,0,989.3,75,0.0,8,1.5,-2.4,50000,300,10.02,6.01
264,la 12 tammi 2019 00:00,2,la,12,2019,0,1,1,989.6,75,0.0,8,1.8,-2.2,50000,299,10.07,6.06
265,la 12 tammi 2019 01:00,1,la,12,2019,1,1,0,990.0,78,0.0,8,1.3,-2.0,49600,304,11.06,6.08
266,la 12 tammi 2019 02:00,1,la,12,2019,2,1,0,990.3,79,0.0,8,1.1,-2.2,48580,309,8.0,5.04
267,la 12 tammi 2019 03:00,1,la,12,2019,3,1,0,990.8,79,0.0,8,0.7,-2.5,48190,305,7.03,4.06
268,la 12 tammi 2019 04:00,0,la,12,2019,4,1,0,991.2,80,0.0,8,0.2,-2.8,48010,280,5.07,4.01
269,la 12 tammi 2019 05:00,1,la,12,2019,5,1,0,992.0,80,0.0,8,0.2,-2.9,50000,286,6.07,4.03
270,la 12 tammi 2019 06:00,2,la,12,2019,6,1,0,992.0,79,0.0,8,0.0,-3.2,38740,291,6.07,4.03
271,la 12 tammi 2019 07:00,1,la,12,2019,7,1,5,992.1,80,0.0,8,-0.2,-3.3,38740,289,8.01,4.01
272,la 12 tammi 2019 08:00,2,la,12,2019,8,1,3,992.1,80,0.0,8,-0.5,-3.5,46280,295,6.03,3.09
273,la 12 tammi 2019 09:00,2,la,12,2019,9,1,0,992.3,81,0.0,8,-0.6,-3.5,45370,301,6.03,4.02
274,la 12 tammi 2019 10:00,5,la,12,2019,10,1,0,992.4,83,0.0,8,-1.2,-3.6,41610,312,7.02,4.01
275,la 12 tammi 2019 11:00,7,la,12,2019,11,1,0,992.6,81,0.0,8,-1.0,-3.9,38030,308,7.08,5.01
276,la 12 tammi 2019 12:00,4,la,12,2019,12,1,0,992.8,78,0.0,8,-0.7,-4.1,50000,313,7.08,5.01
277,la 12 tammi 2019 13:00,8,la,12,2019,13,1,0,992.6,76,0.0,8,-0.3,-4.1,49260,313,7.08,4.09
278,la 12 tammi 2019 14:00,15,la,12,2019,14,1,0,992.6,73,0.0,8,0.3,-4.1,44350,303,5.08,3.09
279,la 12 tammi 2019 15:00,11,la,12,2019,15,1,0,992.5,75,0.0,8,0.0,-4.0,50000,290,5.04,3.05
280,la 12 tammi 2019 16:00,5,la,12,2019,16,1,0,992.7,78,0.0,8,-0.5,-3.9,48690,282,5.04,3.04
281,la 12 tammi 2019 17:00,4,la,12,2019,17,1,0,993.1,85,0.0,8,-1.2,-3.5,44930,285,5.08,3.09
282,la 12 tammi 2019 18:00,7,la,12,2019,18,1,0,993.0,85,0.0,8,-1.8,-3.9,45700,289,5.02,3.04
283,la 12 tammi 2019 19:00,1,la,12,2019,19,1,0,993.0,88,0.0,8,-2.6,-4.3,44010,309,4.07,3.02
284,la 12 tammi 2019 20:00,2,la,12,2019,20,1,0,992.8,91,0.0,8,-3.6,-4.9,40840,309,5.01,3.01
285,la 12 tammi 2019 21:00,1,la,12,2019,21,1,0,992.9,89,0.0,8,-3.2,-4.8,41990,296,4.08,3.04
286,la 12 tammi 2019 22:00,0,la,12,2019,22,1,0,992.9,89,0.0,8,-3.6,-5.2,41240,303,4.0,2.06
287,la 12 tammi 2019 23:00,5,la,12,2019,23,1,0,992.7,88,0.0,8,-3.9,-5.5,39980,287,4.05,3.01
288,su 13 tammi 2019 00:00,3,su,13,2019,0,1,0,992.5,92,0.0,8,-4.9,-6.0,40400,282,4.01,3.0
289,su 13 tammi 2019 01:00,1,su,13,2019,1,1,3,992.3,92,0.0,8,-4.9,-5.9,36120,286,4.03,2.09
290,su 13 tammi 2019 02:00,0,su,13,2019,2,1,5,992.0,92,0.0,8,-5.9,-7.0,44510,283,3.02,2.0
291,su 13 tammi 2019 03:00,1,su,13,2019,3,1,7,991.8,92,0.0,8,-5.6,-6.7,44530,284,3.02,2.02
292,su 13 tammi 2019 04:00,0,su,13,2019,4,1,1,991.4,91,0.0,8,-6.0,-7.2,40370,285,2.05,1.07
293,su 13 tammi 2019 05:00,2,su,13,2019,5,1,7,991.2,92,0.0,8,-5.6,-6.7,46030,295,2.04,1.06
294,su 13 tammi 2019 06:00,1,su,13,2019,6,1,7,990.7,91,0.0,8,-5.4,-6.6,45160,273,2.03,1.06
295,su 13 tammi 2019 07:00,1,su,13,2019,7,1,7,990.0,91,0.0,8,-4.3,-5.5,41770,259,3.08,2.0
296,su 13 tammi 2019 08:00,4,su,13,2019,8,1,7,989.4,92,0.0,8,-3.6,-4.7,35290,271,2.07,2.01
297,su 13 tammi 2019 09:00,5,su,13,2019,9,1,7,988.8,94,0.0,8,-3.9,-4.7,27170,291,2.0,1.01
298,su 13 tammi 2019 10:00,4,su,13,2019,10,1,5,988.1,95,0.0,8,-4.1,-4.8,24840,267,1.09,1.03
299,su 13 tammi 2019 11:00,7,su,13,2019,11,1,5,987.5,96,0.0,7,-5.0,-5.5,13760,256,1.08,1.04
300,su 13 tammi 2019 12:00,5,su,13,2019,12,1,7,986.7,97,0.0,7,-3.9,-4.3,12490,302,1.07,1.02
301,su 13 tammi 2019 13:00,8,su,13,2019,13,1,7,985.8,96,0.0,8,-2.2,-2.7,16510,251,1.09,0.05
302,su 13 tammi 2019 14:00,18,su,13,2019,14,1,7,984.7,93,0.0,7,-1.3,-2.2,23630,222,1.04,0.08
303,su 13 tammi 2019 15:00,11,su,13,2019,15,1,7,983.7,92,0.0,7,-0.4,-1.5,29920,161,1.05,0.08
304,su 13 tammi 2019 16:00,8,su,13,2019,16,1,7,982.8,93,0.0,7,-0.3,-1.3,35520,115,3.0,2.04
305,su 13 tammi 2019 17:00,4,su,13,2019,17,1,8,981.9,94,0.0,7,0.8,0.0,10960,197,6.02,3.09
306,su 13 tammi 2019 18:00,7,su,13,2019,18,1,7,981.1,92,0.0,7,1.0,-0.1,8210,209,8.01,4.05
307,su 13 tammi 2019 19:00,4,su,13,2019,19,1,7,980.3,94,0.07,8,0.8,-0.1,6810,205,8.06,5.01
308,su 13 tammi 2019 20:00,3,su,13,2019,20,1,7,979.4,92,0.0,8,0.8,-0.4,17500,194,7.03,4.01
309,su 13 tammi 2019 21:00,4,su,13,2019,21,1,7,978.5,88,0.0,8,0.7,-1.1,37630,178,7.05,4.08
310,su 13 tammi 2019 22:00,1,su,13,2019,22,1,7,977.9,87,0.0,8,0.3,-1.6,43590,162,7.06,4.09
311,su 13 tammi 2019 23:00,0,su,13,2019,23,1,8,977.1,87,0.0,8,0.3,-1.7,49110,157,7.09,5.02
312,ma 14 tammi 2019 00:00,1,ma,14,2019,0,1,8,976.1,88,0.0,8,0.0,-1.7,9130,153,7.02,4.05
313,ma 14 tammi 2019 01:00,1,ma,14,2019,1,1,7,975.1,89,0.0,8,-0.2,-1.8,15980,155,5.09,3.09
314,ma 14 tammi 2019 02:00,0,ma,14,2019,2,1,8,974.1,95,0.07,7,-0.5,-1.2,1890,133,6.02,4.01
315,ma 14 tammi 2019 03:00,1,ma,14,2019,3,1,7,973.2,95,0.07,8,-0.3,-1.0,2060,141,5.06,3.07
316,ma 14 tammi 2019 04:00,0,ma,14,2019,4,1,8,972.5,96,0.08,8,-0.3,-0.8,1390,139,5.03,3.04
317,ma 14 tammi 2019 05:00,2,ma,14,2019,5,1,8,971.9,97,0.08,9,0.2,-0.3,2100,153,5.03,3.03
318,ma 14 tammi 2019 06:00,18,ma,14,2019,6,1,8,971.2,97,1.02,10,0.3,-0.1,1210,175,4.06,3.0
319,ma 14 tammi 2019 07:00,34,ma,14,2019,7,1,8,970.7,97,2.0,10,0.3,-0.1,1310,204,3.04,2.01
320,ma 14 tammi 2019 08:00,60,ma,14,2019,8,1,7,970.3,96,0.05,11,0.4,-0.1,1780,228,3.0,1.09
321,ma 14 tammi 2019 09:00,53,ma,14,2019,9,1,7,970.1,97,0.05,11,0.0,-0.4,2340,329,2.02,1.04
322,ma 14 tammi 2019 10:00,12,ma,14,2019,10,1,7,970.4,97,0.04,12,-0.2,-0.6,2790,320,3.02,2.05
323,ma 14 tammi 2019 11:00,8,ma,14,2019,11,1,7,970.6,98,0.03,12,-0.3,-0.7,1470,317,3.04,2.08
324,ma 14 tammi 2019 12:00,5,ma,14,2019,12,1,7,970.8,96,0.0,12,-0.2,-0.7,5470,315,4.08,3.03
325,ma 14 tammi 2019 13:00,6,ma,14,2019,13,1,7,971.3,95,0.04,12,-0.8,-1.5,3530,317,7.03,5.03
326,ma 14 tammi 2019 14:00,17,ma,14,2019,14,1,7,971.9,92,0.03,13,-1.9,-3.1,1970,325,11.03,7.09
327,ma 14 tammi 2019 15:00,28,ma,14,2019,15,1,3,972.6,90,0.05,13,-2.8,-4.2,18720,329,10.02,7.0
328,ma 14 tammi 2019 16:00,55,ma,14,2019,16,1,7,973.4,90,0.0,13,-2.9,-4.3,29250,327,8.08,6.01
329,ma 14 tammi 2019 17:00,43,ma,14,2019,17,1,8,974.3,87,0.0,13,-3.1,-4.9,30300,328,10.0,6.06
330,ma 14 tammi 2019 18:00,18,ma,14,2019,18,1,8,975.1,87,0.0,13,-3.2,-5.1,50000,328,7.08,5.09
331,ma 14 tammi 2019 19:00,13,ma,14,2019,19,1,7,975.7,88,0.0,13,-3.4,-5.1,50000,314,6.08,4.07
332,ma 14 tammi 2019 20:00,5,ma,14,2019,20,1,3,976.5,88,0.0,12,-4.1,-5.7,48070,299,6.06,4.0
333,ma 14 tammi 2019 21:00,4,ma,14,2019,21,1,0,977.1,90,0.0,12,-4.8,-6.2,48650,293,5.01,3.06
334,ma 14 tammi 2019 22:00,3,ma,14,2019,22,1,1,977.7,91,0.0,12,-5.2,-6.5,50000,293,6.01,3.04
335,ma 14 tammi 2019 23:00,0,ma,14,2019,23,1,7,978.2,87,0.0,12,-5.0,-6.8,50000,288,5.03,3.05
336,ti 15 tammi 2019 00:00,2,ti,15,2019,0,1,7,978.6,85,0.0,12,-4.8,-7.0,50000,267,3.06,2.08
337,ti 15 tammi 2019 01:00,0,ti,15,2019,1,1,1,979.2,89,0.0,12,-6.4,-7.9,50000,278,4.04,2.07
338,ti 15 tammi 2019 02:00,1,ti,15,2019,2,1,0,979.6,93,0.0,12,-7.6,-8.6,49360,287,3.02,2.02
339,ti 15 tammi 2019 03:00,1,ti,15,2019,3,1,3,980.2,92,0.0,12,-7.5,-8.6,47270,321,4.04,3.01
340,ti 15 tammi 2019 04:00,5,ti,15,2019,4,1,0,980.7,94,0.0,12,-8.6,-9.4,46910,319,3.08,2.08
341,ti 15 tammi 2019 05:00,13,ti,15,2019,5,1,3,981.2,93,0.0,12,-9.5,-10.5,50000,320,4.0,2.08
342,ti 15 tammi 2019 06:00,23,ti,15,2019,6,1,0,981.6,93,0.0,12,-9.5,-10.5,43900,320,5.04,3.07
343,ti 15 tammi 2019 07:00,63,ti,15,2019,7,1,7,982.2,93,0.0,12,-8.9,-9.8,50000,318,4.09,3.06
344,ti 15 tammi 2019 08:00,65,ti,15,2019,8,1,3,982.6,89,0.0,12,-7.4,-8.9,50000,303,3.09,2.03
345,ti 15 tammi 2019 09:00,33,ti,15,2019,9,1,1,983.4,90,0.0,12,-8.1,-9.5,48800,316,6.04,4.05
346,ti 15 tammi 2019 10:00,15,ti,15,2019,10,1,7,984.1,91,0.0,12,-6.7,-7.9,47200,313,5.09,4.01
347,ti 15 tammi 2019 11:00,11,ti,15,2019,11,1,7,984.8,90,0.0,12,-5.8,-7.2,32820,311,6.0,3.08
348,ti 15 tammi 2019 12:00,15,ti,15,2019,12,1,7,985.4,88,0.0,12,-5.2,-6.8,45230,313,6.04,4.07
349,ti 15 tammi 2019 13:00,11,ti,15,2019,13,1,7,985.7,87,0.0,12,-4.7,-6.5,29180,311,5.09,4.01
350,ti 15 tammi 2019 14:00,17,ti,15,2019,14,1,7,985.8,88,0.0,12,-4.6,-6.3,8090,321,7.06,4.09
351,ti 15 tammi 2019 15:00,28,ti,15,2019,15,1,7,985.9,87,0.0,12,-4.6,-6.4,39860,325,8.06,5.02
352,ti 15 tammi 2019 16:00,63,ti,15,2019,16,1,7,986.4,87,0.0,12,-4.5,-6.3,27170,319,8.03,6.02
353,ti 15 tammi 2019 17:00,43,ti,15,2019,17,1,7,986.7,88,0.0,12,-4.6,-6.3,41020,326,6.06,4.01
354,ti 15 tammi 2019 18:00,31,ti,15,2019,18,1,7,986.9,87,0.0,12,-5.0,-6.8,48150,323,7.05,4.06
355,ti 15 tammi 2019 19:00,14,ti,15,2019,19,1,7,987.0,86,0.0,12,-5.1,-7.0,36080,326,7.09,5.07
356,ti 15 tammi 2019 20:00,10,ti,15,2019,20,1,7,987.0,87,0.0,12,-5.1,-6.9,19340,329,8.04,5.05
357,ti 15 tammi 2019 21:00,4,ti,15,2019,21,1,7,987.0,87,0.0,12,-4.9,-6.7,15720,326,7.07,4.09
358,ti 15 tammi 2019 22:00,0,ti,15,2019,22,1,7,987.3,91,0.05,12,-4.7,-6.0,610,326,7.07,5.04
359,ti 15 tammi 2019 23:00,3,ti,15,2019,23,1,7,987.8,86,0.0,12,-4.2,-6.2,7840,327,9.05,6.04
360,ke 16 tammi 2019 00:00,1,ke,16,2019,0,1,7,988.3,86,0.0,12,-4.1,-6.1,1980,324,8.09,6.01
361,ke 16 tammi 2019 01:00,0,ke,16,2019,1,1,7,988.7,91,0.02,12,-4.1,-5.4,1000,323,7.09,5.01
362,ke 16 tammi 2019 02:00,0,ke,16,2019,2,1,7,989.0,89,0.0,14,-3.8,-5.3,6620,321,7.03,5.0
363,ke 16 tammi 2019 03:00,0,ke,16,2019,3,1,7,989.5,88,0.0,14,-3.6,-5.3,16670,324,6.02,4.06
364,ke 16 tammi 2019 04:00,1,ke,16,2019,4,1,7,990.3,83,0.0,14,-3.5,-6.0,27740,329,8.04,5.04
365,ke 16 tammi 2019 05:00,5,ke,16,2019,5,1,7,990.9,84,0.0,14,-3.5,-5.8,50000,312,7.0,4.03
366,ke 16 tammi 2019 06:00,18,ke,16,2019,6,1,8,991.6,81,0.0,14,-3.6,-6.4,35990,325,10.04,6.05
367,ke 16 tammi 2019 07:00,33,ke,16,2019,7,1,8,992.3,81,0.0,14,-4.1,-6.9,43490,329,8.04,6.01
368,ke 16 tammi 2019 08:00,67,ke,16,2019,8,1,8,992.7,78,0.0,14,-4.4,-7.6,40910,325,11.04,6.04
369,ke 16 tammi 2019 09:00,37,ke,16,2019,9,1,8,993.2,78,0.0,14,-4.6,-7.9,45590,319,9.05,5.08
370,ke 16 tammi 2019 10:00,17,ke,16,2019,10,1,7,993.9,76,0.0,14,-4.7,-8.4,42380,320,10.02,6.0
371,ke 16 tammi 2019 11:00,14,ke,16,2019,11,1,7,994.7,77,0.0,14,-4.8,-8.2,40670,290,6.04,4.0
372,ke 16 tammi 2019 12:00,13,ke,16,2019,12,1,7,995.3,81,0.0,13,-6.1,-8.8,37800,290,7.09,5.03
373,ke 16 tammi 2019 13:00,6,ke,16,2019,13,1,1,995.9,80,0.0,13,-6.2,-9.1,50000,307,7.08,5.01
374,ke 16 tammi 2019 14:00,9,ke,16,2019,14,1,0,995.9,80,0.0,13,-6.5,-9.4,44770,280,5.05,4.01
375,ke 16 tammi 2019 15:00,37,ke,16,2019,15,1,0,996.1,78,0.0,13,-6.1,-9.3,50000,282,5.03,3.09
376,ke 16 tammi 2019 16:00,63,ke,16,2019,16,1,0,996.4,80,0.0,13,-6.5,-9.4,50000,285,4.08,3.04
377,ke 16 tammi 2019 17:00,43,ke,16,2019,17,1,3,996.4,85,0.0,13,-8.0,-10.1,50000,287,2.09,1.08
378,ke 16 tammi 2019 18:00,17,ke,16,2019,18,1,7,996.3,88,0.0,13,-8.7,-10.3,50000,279,2.01,1.04
379,ke 16 tammi 2019 19:00,15,ke,16,2019,19,1,7,996.1,89,0.0,13,-8.0,-9.5,49320,301,2.05,1.05
380,ke 16 tammi 2019 20:00,9,ke,16,2019,20,1,5,995.6,91,0.0,13,-8.2,-9.4,48400,0,0.0,0.0
381,ke 16 tammi 2019 21:00,4,ke,16,2019,21,1,7,994.9,86,0.0,13,-6.6,-8.6,48170,120,2.04,2.0
382,ke 16 tammi 2019 22:00,3,ke,16,2019,22,1,8,994.0,88,0.0,13,-6.3,-7.9,43000,108,2.06,1.08
383,ke 16 tammi 2019 23:00,1,ke,16,2019,23,1,7,992.8,89,0.0,13,-5.6,-7.1,50000,106,3.03,2.02
384,to 17 tammi 2019 00:00,1,to,17,2019,0,1,8,991.7,92,0.0,13,-2.7,-3.9,2690,123,6.0,3.02
385,to 17 tammi 2019 01:00,0,to,17,2019,1,1,8,990.2,93,0.07,13,-2.2,-3.2,1430,135,8.04,5.0
386,to 17 tammi 2019 02:00,0,to,17,2019,2,1,7,988.4,96,2.03,14,-2.1,-2.7,330,158,9.06,5.09
387,to 17 tammi 2019 03:00,0,to,17,2019,3,1,7,986.3,96,1.0,17,-2.5,-3.0,540,137,12.06,6.07
388,to 17 tammi 2019 04:00,0,to,17,2019,4,1,7,983.8,96,2.05,19,-2.4,-2.9,320,117,12.03,8.08
389,to 17 tammi 2019 05:00,0,to,17,2019,5,1,8,982.0,97,1.03,21,-2.0,-2.5,420,124,12.05,7.04
390,to 17 tammi 2019 06:00,7,to,17,2019,6,1,8,980.4,97,2.02,22,-2.2,-2.7,370,117,11.08,8.05
391,to 17 tammi 2019 07:00,9,to,17,2019,7,1,8,978.6,97,1.01,24,-2.0,-2.5,800,112,10.02,7.07
392,to 17 tammi 2019 08:00,24,to,17,2019,8,1,8,977.5,96,0.0,24,-1.5,-2.0,12750,94,10.01,5.08
393,to 17 tammi 2019 09:00,12,to,17,2019,9,1,8,977.0,96,0.0,24,-1.2,-1.7,27970,49,6.03,3.01
394,to 17 tammi 2019 10:00,9,to,17,2019,10,1,8,977.3,95,0.0,24,-1.5,-2.2,29550,51,5.07,3.07
395,to 17 tammi 2019 11:00,8,to,17,2019,11,1,8,977.3,94,0.0,23,-1.8,-2.6,20010,57,6.07,4.02
396,to 17 tammi 2019 12:00,5,to,17,2019,12,1,8,977.7,92,1.0,23,-2.8,-3.9,1010,26,6.05,4.01
397,to 17 tammi 2019 13:00,5,to,17,2019,13,1,8,977.9,90,0.0,23,-4.0,-5.4,5390,32,6.08,4.05
398,to 17 tammi 2019 14:00,9,to,17,2019,14,1,8,978.4,87,0.0,23,-4.4,-6.3,33150,24,8.03,4.04
399,to 17 tammi 2019 15:00,20,to,17,2019,15,1,8,979.0,86,0.0,23,-5.0,-7.0,15800,6,8.04,4.09
400,to 17 tammi 2019 16:00,23,to,17,2019,16,1,8,980.0,86,0.0,23,-5.3,-7.2,42290,1,6.05,4.01
401,to 17 tammi 2019 17:00,29,to,17,2019,17,1,8,981.1,87,0.0,23,-5.6,-7.5,10200,1,6.09,4.0
402,to 17 tammi 2019 18:00,12,to,17,2019,18,1,8,982.1,86,0.0,23,-5.9,-8.0,35000,352,7.08,4.06
403,to 17 tammi 2019 19:00,10,to,17,2019,19,1,8,984.1,84,0.0,22,-6.3,-8.6,12130,327,9.05,6.04
